Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15	
Zack Chatel	Mono-Green Cloudpost	IllS	2-1	Dominic Monfre	2-0	Laurent GADCHAUX	0-2	Josh Brown	2-1	Chad Uzzell	0-2	Trevor Shymske	2-0	Hudson Watkins	2-1	Boston Schatteman	2-1	Tom Basketball	0-2	Ander12	2-0	George Magee	2-0	Kieran MacDuff	0-2	Max Dore	2-0	JamesKisau	2-1	Dan Staub	0-2
RizhengSun	Mono-Blue Cloudpost	bradg222	1-2	Tyler Sykes	2-0	maritlage2	2-1	Donger	2-0	gbabcock13	2-0	William Greenwood	2-1	Brennan Creasap	2-1	Sam Lowe	0-2	Jon Paton	2-1	Trevor Cordingley	2-1	Gabe Hoppe	2-0	Hans Jacob Goddik	1-2	Kieran MacDuff	0-2	Steven Porter	0-2	Taylor Herfindahl	2-0
Pieter Tubergen	Dimir Tempo	giZmo00100	2-1	Daniel Skutt	2-0	westley stiffler	2-0	Ronald Norton	2-0	PeterColoyan1	2-0	Jon Barber	1-2	Jakob Heckert	0-2	Brandon Hulings	2-1	Khurtz11	2-0	Jared Lefkowitz	2-0	Sam Lowe	1-2	Justice Wright	1-2	MaxHoose	2-0	Tyler Klein	1-2	MatP21	2-1
Mark Hollaar	Mono-White Mystic Forge Combo	Sia	2-0	WadB	2-0	Chris Chauvet	2-0	Evan Timmons	2-0	Jacob Murray	1-2	Oliver Higgins	0-2	Jake Rutkowski	2-1	Jesse Campbell	1-2	Edward Wightman	2-1	Niklas Holtmann	1-2	Stefan116520	2-1	MarkDriscoll	2-0	Lirek Kulik	2-0	Amiracle	1-0	Boston Schatteman	0-2
Justice Wright	Colorless Mystic Forge Combo	Harrison lorenc	2-1	toughgoose	2-1	Wesley Nguyen	2-1	Christopher Watson	2-0	Jacob Gertz	2-1	Matthew Vook	0-2	Adam Kulp	0-2	Michael Ide	2-1	Gabriel Balannik	0-2	Brian Sheets	2-1	SLEEKYx16	2-1	Pieter Tubergen	2-1	Isaac Morgan	2-1	Jacob Murray	0-2	MatthewB3	1-2
Jake Abernathie	Bant Nadu Midrange Combo	Ethan Duffy	2-1	RyanK	2-0	Jimirynkmtg	1-2	MatthewB3	0-2	jasonmitro	2-0	Devin Rodgers	2-0	Ford Jordan	2-0	Beau Barnette	0-2	Tyler Carden	2-1	MarkDriscoll	2-0	Michael Weaver	0-2	Jacob Gertz	2-1	DrakeHoness	1-2	Jason Smith	2-0	Stefan Vastek	2-0
Ben Fraley	Bant Nadu Midrange Combo	Stephen Lewis	2-0	ghostx02	2-1	Bill Comminos	2-0	Jared McCall	2-1	William Greenwood	2-0	matthieu dupuy	0-2	Daniel Skutt	2-1	RobinH	1-2	Jacob Gertz	2-0	Zack Kerkman	2-1	Tommy Wray	1-2	Hank Zhong	0-2	Robert Arrington	0-2	David Galperin	2-1	Evan Jasinkiewicz	2-1
Steven Porter	Mono-White Mystic Forge Combo	Colin Logan	2-1	codibus	2-0	Rommie	0-2	Tyrell Kizer	2-1	Benjamin Hartman	2-1	Jared Lefkowitz	2-0	Tad Gibson	2-0	Adam Kulp	1-2	LastClaireBender	0-2	Jaron Haberstroh	1-2	Michael Sofia	2-1	Gregory Berlinrut	2-0	JaajWiiw	2-1	RizhengSun	2-0	cmwilson252	1-2
P0stalweight	Mono-Red Stompy	Matt Milligan	2-0	Suffers	2-1	Jacob Kolessar	1-2	Dalton Metelsky	2-0	Kevin Brenneman	2-1	Caleb Rider	2-1	Patrick Green	2-1	Dan Staub	1-2	Jeremy Cairl	2-1	Alec Hale	2-1	Wyland Tregear	2-1	Sergei Pourmal	1-2	Thomas Genzman	0-2	nickrainey	1-2	Anthony Valentine	2-0
Nosferatu Espinoza	U-B-R-G Oops! All Spells	Andrew Yu	2-1	Beau Barnette	2-1	Benoit Jubinville	0-2	Alec Hale	0-2	Harlan Broughton	2-0	John shea	2-0	Josh Coffey	2-1	Michael Weaver	2-1	codyphillips1991	1-2	Emily Anders	2-1	Ken Ryan	2-1	arlin bonfiglio	1-2	Jeffrey Zhang	1-2	Kyle Dorgan	2-1	Gabe Hoppe	2-0
Amiracle	Azorius Control	Matthew Radford	2-0	Caleb Devany	2-0	Tom Basketball	0-2	Victor Costa	2-1	Warren Cocke	2-0	Taylor Herfindahl	1-2	Will Greider	2-0	Tad Gibson	1-2	Christian Fuller	2-1	Alvin Gillo	2-1	paul lynch	1-2	codyphillips1991	2-0	george efelis	2-0	Mark Hollaar	0-1	George Magee	2-1
faultedform	Azorius	James Pogue	2-0	JosK21	2-0	Mike Jones	0-2	ace holidayy	2-0	Nathan AndersonStahl	2-0	Will Greider	2-1	rlesko	0-2	Michael Darcy	2-0	FrancisDackleman	2-0	Camari Bolger	1-2	Matthew Kunze	2-0	Kyle Dorgan	2-0	Tom Hertfelder	0-2	Jaeseok Cho	1-2	Yackobo1421	2-0
Jacob Gertz	W-U-B-G Reanimator	Wyatt Gibson	2-0	Travis Hobrla	2-1	Michael Hemman	2-1	Christian Fuller	2-0	Justice Wright	1-2	Ronald Norton	2-0	Harry Hackett	2-1	Gabe Hoppe	0-2	Ben Fraley	0-2	Matt Orfanello	2-0	Jay Wojciechowski	1-2	Jake Abernathie	1-2	Patrick O'Reilly	2-1	Aaron Smith	2-0	Isaac Morgan	2-1
James Schlott	W-U-B-R-G Reanimator	Alex Sargent	2-1	Cody Colston	2-0	Joshua White	0-2	remi bouchard	2-1	Oliver Higgins	1-2	bradg222	2-0	Michael Weaver	0-2	Scott Miller	2-0	wcmatson	2-1	Collin Bornhoft	2-0	y2fae	2-1	Jeffrey Zhang	2-1	Wyland Tregear	0-2	Gabe Hoppe	2-1	James Hickle	0-2
arlin bonfiglio	W-U-B-G Reanimator	Dan Atkins	1-2	Dave Ketterer	2-0	rmarmulstein	2-1	varelandrew	1-2	Sia	2-1	Joseph Watson	2-1	Stefan Vastek	2-0	isandornoT	2-1	Patrick Green	1-2	Daniel Sommerfeld	2-0	Devin Reilly	2-0	Nosferatu Espinoza	2-1	Tony Morris	0-2	Matthew Kunze	2-0	Chris Siroonian	0-2
Max Dore	Mono-Green Lands	hulk3rules	2-0	Dominic Vernazza	2-1	Tony Morris	2-0	Kelvin Wallace	0-2	andrewslafreniere	1-2	James Lugo	2-1	Patrick Cunningham	2-1	Noah Hippensteel	2-1	Trevor Cordingley	0-2	Caleb Devany	2-1	Isaac Morgan	1-2	Ethan Mcgillis	2-1	Zack Chatel	0-2	Patrick Green	2-0	Hart Horton	2-1
Giovanni Alberty	W-U-B-G Reanimator	Ellie751	2-1	Wesley Nguyen	0-2	Stu Somers	2-1	ManaCrip	2-0	Jack Pullman	2-1	Boston Schatteman	2-0	Oliver Higgins	2-0	Jakob Heckert	2-1	Ramy Mansour	0-2	Jesse Inman	1-2	Aced5	2-0	Trevor Sharp	1-2	john mccarty	0-2	Devin Reilly	2-0	Lirek Kulik	2-0
john mccarty	Boros Initiative	Spencer Asral	1-2	Derek Gallacher	2-1	Jarvis Yu	2-0	Daphex	2-0	impico	2-1	Clair Bigelow	1-2	Willjc	1-2	George Jabbour	2-1	Julian John	2-1	Robert Wilson	2-0	Alexandre Masson	0-2	Ryan Mullens	2-1	Giovanni Alberty	2-0	Chris Siroonian	0-2	Laurent GADCHAUX	2-1
Jaeseok Cho	W-U-B-G Tempo	Shawn Austin	0-2	Edward Dorman	2-0	John Chambers	2-1	Angelo Corsi	2-1	Jeremy Rowe	2-1	Daniel Sommerfeld	0-2	Tom Basketball	1-2	Kian Tanner	2-0	Chad Uzzell	2-0	FrancisDackleman	2-0	ShaH1	2-0	Joseph Hunt	2-1	Kiet Ngo	0-2	faultedform	2-1	Eric Hadam	0-2
Jonathan Rojo	Bant			Jonathan Savarese	2-0	Tad Gibson	1-2	jasonmitro	2-0	Ben Hewitt	0-2	Nivix27	2-0	Warren Cocke	2-1	Joshua White	2-1	Zack Kerkman	1-2	UrPalAndrew	2-0	Kiet Ngo	0-2	LeianXu	2-1	matthieu dupuy	2-0	Robert Arrington	2-0	Mario Martinez	1-2
Robert Hayes	Mono-White Affinity	CavernOnHuman	2-0	ace holidayy	2-0	LastClaireBender	1-2	Alex Koblish	1-2	Alan Donoho	2-0	Owen Krueger	0-2	gjumes	2-0	Evran Aksoy	2-0	DarthSyhr	2-0	Ryan Mullens	2-0	JaajWiiw	1-2	David Galperin	2-1	Jared Lefkowitz	2-1	Eric Farmer	2-1	Julian Jakobovits	1-2
Michael Darcy	Izzet Delver	isandornoT	2-0	Jacob Kolessar	1-2	Shaun Sunkara	0-2	Marco Ordoñez	2-0	Benjamin Walko	2-0	Jared McCall	2-0	RyanK	2-1	faultedform	0-2	jasonmitro	2-0	Jakob Heckert	0-2	TJ Raymore	0-2	Stefan116520	2-0	Emily Anders	2-1	James Pogue	2-0	Robert Arrington	2-0
DrakeHoness	Rakdos Painter	Colron Chambers	2-1	James Adams	0-2	Jason Song	0-2	Wyatt Gibson	2-0	Mason Hoose	2-1	hopefulcd	2-1	Chad Phillip Hewitt	2-1	Robert Arrington	1-2	NathanEddinger	2-0	Thomas Genzman	0-2	Emily Anders	2-1	Max Deresh	2-0	Jake Abernathie	2-1	TarenD	1-2	BoshNRoll_Brian	2-0
Samantha Murphy	W-U-B-G Reanimator	Luis Dominguez	2-1	Vale Trujillo	2-0	William Greenwood	1-2	Daniel Zlatkin	2-0	Roland Chang	0-2	JulesP	0-2	remi bouchard	2-1	Smallss	2-1	rgreen42	2-0	Tyrell Kizer	2-0	James Hickle	2-1	Kemper Pogue	1-2	Patrick Green	2-1	Jaeden Woltjer	2-0	Tyler Klein	1-2
Jeffrey Kramer	Mono-Red Stompy	Mario Martinez	0-2	Jeff Dellinger	2-1	Jack Yudt	2-1	Jared Lefkowitz	0-2	Zach Wilson	1-2	thewrathchilde	2-1	mark kitchenman	2-0	Benoit Jubinville	2-1	Zac Clark	2-1	y2fae	0-2	Taylor Herfindahl	0-2	UrPalAndrew	2-0	FrancisDackleman	2-1	Jeff Jao	2-1	george efelis	2-1
Alvin Gillo	Bant Elves	scotti_bot	2-0	Casey Fuste	2-0	Jaeden Woltjer	1-2	TarenD	1-2	Cody Colston	2-1	Jeremy Rowe	0-2	Cody Ellinger	2-0	David McCune	2-1	Quinn Dominick	2-0	Amiracle	1-2	Oliver Higgins	0-2	Lucas Wade	2-0	Owen Schading	2-0	Justin 'IamActuallyLvL1' Gennari	2-0	Matthew Kunze	2-0
rlesko	Azorius Stiflenought	Brandon Adams	2-1	Wylie Robbins Thorne-Thomsen	1-1	jpbarzola	2-0	ajmyshack	2-0	Marland Moore	2-1	Spencer Warburton	2-0	faultedform	2-0	LastClaireBender	2-0	Johan Larsson	1-1	cmwilson252	0-2	Logan Hsia	2-0	Jacob Kolessar	1-2	Robbie_2	1-2	ThePrinceofPauper83	0-2	Daniel Kelton	2-0
varelandrew	W-U-B-G Reanimator	Caleb Mahala	2-1	Tyler Carden	2-0	Jesse Campbell	0-2	arlin bonfiglio	2-1	Eric Ratkowski	1-2	Jason Reid	2-1	PL Boudreault	2-0	Daniel Skutt	2-0	Tad Gibson	2-0	Robbie_2	1-1	JamesKisau	1-1	ThePrinceofPauper83	2-0	Clair Bigelow	1-2	David Tobias	2-1	Ross Berkowitz	0-2
Clair Bigelow	W-U-B-G Nadu Cradle Combo	PL Boudreault	2-1	Benoit Jubinville	1-2	Nick Garbers	2-0	Mike Farrell	2-0	CamT2	2-0	john mccarty	2-1	David Tobias	2-0	Jonathan Sakoi	2-0	Roland Chang	1-1	PatrickVincent	2-1	cmwilson252	1-1	Dan Atkins	0-2	varelandrew	2-1	Robbie_2	0-2	ThePrinceofPauper83	1-2
Jared Lefkowitz	Bant Nadu Midrange Combo	Taber	2-0	Alec Wilson	2-0	Jacob Murray	1-2	Jeffrey Kramer	2-0	Evan Jasinkiewicz	2-0	Steven Porter	0-2	Peter Gustafson	2-1	Quinn Dominick	2-0	Jonathan Sakoi	2-1	Pieter Tubergen	0-2	Kelvin Wallace	2-0	Mario Martinez	1-2	Robert Hayes	1-2	Ken Ryan	2-1	JaajWiiw	0-0
JaajWiiw	Jeskai Control	wickedeasy81	2-0	Michael Sommercorn	2-0	Isaiah Bullock	2-1	Jimirynkmtg	2-0	Michael Puchkov	1-2	Christopher Borgerding	1-2	James Hickle	0-2	Blaise Koehler	2-0	Kevin Tilley	2-0	TJ Raymore	2-1	Robert Hayes	2-1	Louis Salerno	0-2	Steven Porter	1-2	MarkDriscoll	2-1	Jared Lefkowitz	0-0
Jacob Woods	Selesnya Depths	JPDERY	2-1	Cole Gabel	2-0	Jackson Roark	2-1	Oliver Higgins	2-0	Sam Castrucci	0-2	Reuben Musselman	1-1	Ian Ouellette	2-0	KevinNam	1-2	Jim Monolith?	2-1	ThePrinceofPauper83	1-2	Alex Yatsenko	0-2	kwschlosser	2-1	Ethan Mcgillis	2-1	Anderson  LeClair	2-1	Ethan Dunn	0-2
Charles Noyce	Izzet Cradle Control	jdinnan08	1-1	Gallo0	2-1	ajmyshack	1-2	SpiffyPaige13	2-0	Benjamin Dunk Kostecki	2-0	Sasquatch1313	2-1	Jim Monolith?	2-0	legacygamingkc	2-1	Reuben Musselman	2-1	Roland Chang	0-2	ethantc1999	2-0	Ethan Dunn	0-2	Joseph Hunt	0-2	KevinNam	2-1	Alex Yatsenko	0-2
Jacob Milchman	W-U-B-G Reanimator	Evan Johnson	2-0	Zachary McAdoo	2-1	Patrick Green	1-2	ethantc1999	1-2	Dustin Smith	2-1	LandisA	2-0	Michael Reed	2-1	Ander12	0-2	Ryan Mitchell	2-0	Ross Krueger	0-2	UrPalAndrew	2-0	Miguel Chavez	1-2	Bill McNeil	2-0	Charlie Arto	2-1	Niklas Holtmann	0-0
Niklas Holtmann	W-U-B-G Control (Yorion)	Samuel Vaughn	2-1	zoidberg1003	0-2	Kemper Pogue	0-2	JosK21	2-0	Patrick Demm	2-1	CoolMatt	2-0	Jean-Philippe Goyet	2-1	Taylor Herfindahl	0-2	Ford Jordan	2-0	Mark Hollaar	2-1	Eric Farmer	0-2	Justin 'IamActuallyLvL1' Gennari	2-0	Jaeden Woltjer	1-2	Matthew Vook	2-1	Jacob Milchman	0-0
kwschlosser	Dimir Tempo	Evan Heritage	2-1	Taylor Herfindahl	1-2	JosK21	2-1	Michael Kochis	2-0	David Marchese	2-1	Anthony Valentine	2-0	Michael Puchkov	1-2	Sam Higgins	1-2	Michael LeVine	2-1	Beau Barnette	0-2	David Tobias	1-1	Jacob Woods	1-2	Reuben Musselman	2-0	Gregory Berlinrut	2-1	doejurko	2-0
Alexandre Masson	Bant Creative Technique	canj	2-0	FrancisDackleman	0-2	Dan Ford	2-1	Logan Courtright	2-0	Christian Fuller	1-2	Dan Nelson	2-1	Tyrell Kizer	1-2	Kyle Lisica	2-0	Timothy Stephens	2-1	Khurtz11	2-0	john mccarty	2-0	Beau Barnette	1-2	Miguel Chavez	2-1	MatthewB3	0-2	MaxHoose	1-1
Anderson  LeClair	Bant Nadu Midrange Combo	bladee	2-1	Will Wu	2-1	Theodore Lockman	1-1	J W	0-2	christopher desa	0-2	Matt Alden	2-0	Lorkac	2-1	SiL3nTGoaT	2-1	Ian Ouellette	2-1	James Pogue	2-1	Ethan Dunn	1-2	Alex Yatsenko	0-2	LeianXu	2-1	Jacob Woods	1-2	Matthew Vook	2-0
KevinNam	W-U-B-G Cephalid Breakfast		Bye	Josh Williams	0-2	Matthew Mowry	2-0	Vincent Cichinski	2-1	Cameron ramsay	2-0	Ruochong Song	1-1	SiL3nTGoaT	2-0	Jacob Woods	2-1	ethantc1999	0-2	JamesKisau	0-1	LeianXu	1-2	Owen Schading	2-1	Ross Krueger	2-1	Charles Noyce	1-2	David Tobias	2-1
MaxHoose	W-U-B-G Reanimator	George Bosovich	2-1	Mark Nugent	2-0	Will Hargett	1-2	Very_Disappointed	2-0	Gabe Hoppe	1-2	Brad Palmerio	2-1	AlexanderGrosshans	2-0	Tyrell Kizer	2-0	doejurko	0-2	Anthony Brown	1-2	willdotcom	2-1	SLEEKYx16	2-0	Pieter Tubergen	0-2	David Daniel	2-1	Alexandre Masson	1-1
Ramy Mansour	Colorless Mystic Forge Combo	Ryan DeMarco	2-1	Michael Weaver	2-0	Kevin Allen	2-1	Ford Jordan	2-0	Michael Johnson	2-1	Jay Wojciechowski	2-0	Camari Bolger	2-1	Johan Larsson	1-2	Giovanni Alberty	2-0	Hans Jacob Goddik	0-2	Jacob Kolessar	2-0	dukevitro	1-2	Michael Puchkov	1-2	Dan Staub	0-2	Jaeden Woltjer	0-2
Camari Bolger	W-U-B-G Reanimator		Bye	Camron Jolley	2-1	Sergei Pourmal	2-1	Rommie	2-1	WastedTravel	2-0	Aaron Smith	2-1	Ramy Mansour	1-2	Jaeden Woltjer	2-1	Hank Zhong	1-2	faultedform	2-1	Kyle Dorgan	2-0	Eric Ratkowski	1-2	Avi Lessure	0-2	Jesse Campbell	0-2	Jay Wojciechowski	0-2
Ben Hewitt	W-U-B-G Reanimator	Colin Lugo	2-0	Eric Swanson	2-1	Devin Slater	2-1	Kieran MacDuff	1-2	Jonathan Rojo	2-0	Sergei Pourmal	2-0	Eric Ratkowski	0-2	Francis Perak	2-1	Steven Borakove	0-2	paul lynch	1-2	Caleb Devany	2-1	llmcfadde	2-1	David Daniel	2-1	PatrickVincent	1-2	Spencer Asral	1-2
David Barentsen	Sultai Doomsday		Bye	Cameron Wisniewski	2-0	Alex Fiergang	2-1	Hank Zhong	2-1	Jon Barber	0-2	BoshNRoll_Brian	1-2	Phil Williams	2-1	James Hickle	2-1	Daniel Sommerfeld	2-0	Ken Ryan	2-1	Tom Basketball	0-2	Julian Jakobovits	0-2	Jessy Hefner	1-2	Spencer Asral	1-2	llmcfadde	2-1
Beau Barnette	Mono-Red Stompy	Ileclere87	2-0	Nosferatu Espinoza	1-2	Zach_Laska	2-0	George Magee	2-0	Chris Siroonian	2-0	Pedro Perrini	2-1	Ross Krueger	0-2	Jake Abernathie	2-0	Jeffrey Zhang	0-2	kwschlosser	2-0	Lirek Kulik	2-1	Alexandre Masson	2-1	Louis Salerno	0-2	cmwilson252	0-2	Sam Castrucci	0-2
MarkDriscoll	Mono-Green Lands	Mark Turner	2-0	MatthewB3	2-0	Robbie_2	2-1	Dan Atkins	1-2	Eric Hadam	2-0	UrPalAndrew	1-2	Matthew Whittle	2-1	Sergei Pourmal	1-2	Christopher Watson	2-0	Jake Abernathie	0-2	Tyrell Kizer	2-1	Mark Hollaar	0-2	Michael Ide	2-0	JaajWiiw	1-2	Anthony Brown	2-0
Taylor Herfindahl	U-B-R-G Beseech Storm	Jeffrey Hickle	2-1	kwschlosser	2-1	Jason Smith	2-0	Tom Hertfelder	1-2	Jack Kitchen	2-0	Amiracle	2-1	Robbie_2	0-2	Niklas Holtmann	2-0	MatP21	0-2	Matthew Vook	0-2	Jeffrey Kramer	2-0	Michael Ide	2-0	Aaron Smith	2-1	Michael Weaver	0-2	RizhengSun	0-2
Oliver Higgins	Mono-Red Affinity	hebertmike	2-1	Brad Palmerio	2-0	NickEldering	2-1	Jacob Woods	0-2	James Schlott	2-1	Mark Hollaar	2-0	Giovanni Alberty	0-2	Skyler Preedy	2-0	Jesse Inman	0-2	ShaH1	0-2	Alvin Gillo	2-0	Jaeden Woltjer	0-2	Ronald Norton	2-0	TJ Raymore	2-1	Eric Farmer	0-2
Anthony Valentine	Bant Nadu Midrange Combo	David Daniel	2-0	Stu Somers	2-0	Fastphotons	2-1	Michael Johnson	1-2	MatthewB3	2-1	kwschlosser	0-2	Tyler Klein	0-2	James Adams	2-1	john slater	2-0	Robert Arrington	2-1	Patrick O'Reilly	2-0	LastClaireBender	0-2	Jaron Haberstroh	2-1	Julian Jakobovits	1-2	P0stalweight	0-2
Evan Jasinkiewicz	W-U-B-G	FlamingEwoks	2-0	Wyland Tregear	2-1	Johan Larsson	1-2	loitment	2-0	Jared Lefkowitz	0-2	Warren Cocke	0-2	Connor McElhinny	2-1	morsaa	2-1	Eugene Freeman	2-0	Tyler Klein	2-0	Gabriel Balannik	2-1	Jesse Campbell	0-2	MatP21	1-2	Chris Chauvet	2-1	Ben Fraley	1-2
Ken Ryan	Mono-Red Eldrazi		Bye	Ian Drake	2-0	David Sittinger	2-1	Spencer Asral	1-2	Isaiah Bullock	2-1	Trey Natili	2-0	Jay Wojciechowski	0-2	Kellan Drogowski	2-1	David Galperin	2-0	David Barentsen	1-2	Nosferatu Espinoza	1-2	andrewslafreniere	2-0	TarenD	0-2	Jared Lefkowitz	1-2	paul lynch	2-0
Stefan Vastek	Mono-Red Eldrazi		Bye	Dan Ford	2-0	Dan Atkins	0-2	Michael Weaver	1-2	ace holidayy	2-1	Jon Nickerson	2-0	arlin bonfiglio	0-2	SamKmiec	2-0	Rommie	2-1	Luke Tooker	2-1	Christopher Wessel	1-2	Joshua Cronk	2-1	MatthewB3	1-2	Ryan Mullens	2-1	Jake Abernathie	0-2
Gabe Hoppe	W-U-B-G Cephalid Breakfast	Daniel Stark	2-0	Matthew Strand	2-1	PeterColoyan1	0-2	Matt Orfanello	2-0	MaxHoose	2-1	Troy Warrington	2-0	Michael Johnson	2-1	Jacob Gertz	2-0	Jacob Murray	0-2	Isaac Morgan	2-0	RizhengSun	0-2	Thomas Genzman	0-2	Matthew Vook	2-0	James Schlott	1-2	Nosferatu Espinoza	0-2
Ander12	Rakdos Painter	Fangshuo Cao	2-1	Eric Dupuis	2-0	Alex Koblish	2-0	Chris Siroonian	2-1	Johan Larsson	0-2	Adam Kulp	0-2	Caleb Rider	2-1	Jacob Milchman	2-0	Mario Martinez	0-2	Zack Chatel	0-2	Robert Arrington	1-2	Michael Sofia	2-1	ShaH1	2-0	Lirek Kulik	0-2	Patrick Green	2-0
Aaron Smith	W-U-B-G Cephalid Breakfast	Aaron Shaffer	2-1	Zachary Maddox	2-1	JulesP	2-1	Josh Coffey	2-0	Jon Paton	2-1	Camari Bolger	1-2	Joshua White	2-1	Isaac Morgan	2-1	Adam Kulp	0-2	MatthewB3	1-2	Scott Blumenthal	2-1	Jay Wojciechowski	0-2	Taylor Herfindahl	1-2	Jacob Gertz	0-2	Justin 'IamActuallyLvL1' Gennari	2-1
Yackobo1421	Mono-White Initiative	Harrison Masta	2-1	JulesP	0-2	Jeremy Henry	2-0	Jim Baxter	2-0	Ryan Eakins	2-0	Matthew Kunze	2-1	GrahamOliver	2-1	Jay Wojciechowski	0-2	Harry Hackett	2-1	Tom Basketball	0-2	codyphillips1991	2-0	Kiet Ngo	0-2	BoshNRoll_Brian	2-1	Shadowuni	1-2	faultedform	0-2
MatP21	W-U-B-G Cephalid Breakfast	Michael Sofia	2-1	Neal Sacks	2-1	Tim Willinger	2-0	Benoit Jubinville	2-0	Matthew Vook	1-2	Josh Williams	2-1	Brian Swanson	2-0	Kelvin Wallace	0-2	Taylor Herfindahl	2-0	RobinH	1-2	Patrick Green	2-1	Michael Reed	0-2	Evan Jasinkiewicz	2-1	Jeffrey Zhang	1-2	Pieter Tubergen	1-2
Alec Hale	Rakdos Painter	Lunch Boxx	1-2	Ethan Duffy	2-0	Colton Sandford	2-1	Nosferatu Espinoza	2-0	toughgoose	2-1	Robbie_2	0-2	stonebone69	2-1	Kieran MacDuff	2-0	WBASnowman	2-1	P0stalweight	1-2	Jeffrey Zhang	0-2	Scott Blumenthal	2-1	Devin Reilly	2-1	Kelvin Wallace	0-2		
Lirek Kulik	W-U-B-G Control	mark kitchenman	2-1	Andrew Hampton	2-1	Jon Barber	1-2	Daniel Starr	2-1	Ford Jordan	2-0	Tom Hertfelder	0-2	Timothy Stephens	0-2	Colin Logan	2-0	Mike Jones	2-1	Dylan Carr	2-1	Beau Barnette	1-2	Trevor Cordingley	2-1	Mark Hollaar	0-2	Ander12	2-0	Giovanni Alberty	0-2
George Magee	Mono-Red Eldrazi	Chris Switalski	2-1	TarenD	1-2	jayfranklin	2-1	Beau Barnette	0-2	Tony Murata	2-0	Angelo Corsi	2-1	TJ Raymore	2-1	DarthSyhr	2-0	Matthew Vook	2-0	Avi Lessure	1-2	Zack Chatel	0-2	Ross Krueger	2-1	paul lynch	2-0	Eric Hadam	0-2	Amiracle	1-2
Devin Reilly	W-U-B-G Cephalid Breakfast	BradyWatkins	2-1	Laurent GADCHAUX	0-2	CavernOnHuman	2-1	Cameron ramsay	0-2	BaldyKong	2-0	Jackson Roark	2-1	Michael O'Malley	2-0	Willjc	2-1	paul lynch	2-1	ZeeSeeKay	1-2	arlin bonfiglio	0-2	Jonathan Sakoi	2-1	Alec Hale	1-2	Giovanni Alberty	0-2	Ross Krueger	2-0
Ryan Mullens	W-U-B-G	Patrick Demm	2-1	Dakota Madden-Fong	2-1	jasonmitro	2-0	Jon Paton	1-2	llmcfadde	1-2	AmiH1	2-1	Zachary McAdoo	0-2	Casey Fuste	2-1	Zach Lotus	2-0	Robert Hayes	0-2	Edward Arce	2-0	john mccarty	1-2	Trevor Cordingley	2-1	Stefan Vastek	1-2	Stefan116520	2-0
Robert Arrington	W-U-B-G Cephalid Breakfast	Matthew Whittle	0-2	y2fae	2-1	ace holidayy	1-2	Adam Orwig	2-0	seanhettich	2-1	Lucas Wade	2-1	John Nacco	2-1	DrakeHoness	2-1	Avi Lessure	1-2	Anthony Valentine	1-2	Ander12	2-1	Daniel Skutt	2-1	Ben Fraley	2-0	Jonathan Rojo	0-2	Michael Darcy	0-2
Hart Horton	Golgari Reanimator	Christian Fuller	1-2	Reno07	2-1	Edward Wightman	0-2	Chris Switalski	2-1	Jiaxin Liu	2-0	Michael Weaver	1-2	Ryan Peters	2-0	Benjamin Hartman	2-0	Corbin Davis	2-0	Lucas Wade	2-0	Michael Reed	1-2	Tyler Klein	1-2	SLEEKYx16	2-0	Zachary McAdoo	2-1	Max Dore	1-2
Isaac Morgan	Orzhov	Karl Schulz	2-0	Connor McElhinny	2-1	Hranderson	2-1	Stefan116520	2-1	Tad Gibson	0-2	FrancisDackleman	2-1	Justin 'IamActuallyLvL1' Gennari	2-0	Aaron Smith	1-2	Aced5	2-0	Gabe Hoppe	0-2	Max Dore	2-1	BoshNRoll_Brian	2-0	Justice Wright	1-2	Mario Martinez	0-2	Jacob Gertz	1-2
JamesKisau	Grixis Control	Nivix27	1-1	Adam Twardowski	2-1	wcmatson	1-2	Cody Ellinger	2-0	Matt Alden	2-0	ThePrinceofPauper83	0-2	SpiffyPaige13	2-0	Connery Knox	2-0	christopher desa	2-1	KevinNam	1-0	varelandrew	1-1	Robbie_2	0-2	Jakob Heckert	2-0	Zack Chatel	1-2	ethantc1999	0-0
Laurent GADCHAUX	W-U-B-G Reanimator	Shawn Chen	2-0	Devin Reilly	2-0	Zack Chatel	2-0	WastedTravel	1-2	Arjun Talpallikar	1-2	Ian Files	2-1	Brandon Hulings	1-2	Adam Barnett	2-0	Ian Washburne	2-1	Michael Ide	2-0	Max Gilmore	1-2	Aced5	2-0	Anthony Brown	2-1	Jessy Hefner	1-2	john mccarty	1-2
Ethan Mcgillis	Selesnya Maverick	Dalton Metelsky	2-1	Christian Fuller	1-2	scotti_bot	2-1	Eric Ratkowski	1-2	Zach_Laska	2-0	B Seftelus	2-1	Sergei Pourmal	0-2	Jack Simmons	2-1	Rlemay	2-0	Christopher Wessel	1-2	TheLegend27	2-0	Max Dore	1-2	Jacob Woods	1-2	ShaH1	2-1	Brian Swanson	2-1
