Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15	
Pedro Perrini	W-U-B-G Control	Baiowulf	0-2	Visna Harris	2-0	Grant Yoon	2-1	Mayflower159	2-0	Omri Goldenberg	2-1	Beau Barnette	1-2	Ethan Wallace	1-2	LoganNEF	2-1	Bill Li	2-0	Michael Weaver	0-2										
JUSTIN RYAN	Dimir Tempo	SamE5	2-0	Brennan Creasap	0-2	Francesco Consonni	2-0	Troy Warrington	1-2	Brad Palmerio	0-2	Adam Vincik	2-1	Josh_8finity	2-1	John Nacco	2-0	Jim Baxter	2-1	Kiet Ngo	0-2										
Matt Orfanello	W-U-B-G Reanimator	Rommie	0-2	Evran Aksoy	2-1	Parth Brahmbhatt	2-1	Gabe Hoppe	0-2	Brandon Adams	2-0	Alex Koblish	2-0	Velgrim	2-1	Brian Sheets	1-2	Joshua White	2-1	Jacob Gertz	0-2										
Robert Wilson	W-U-B-G Reanimator	Zach Kelly	2-0	Trevor Cordingley	0-2	MTGXiphos	0-2	Michael LeVine	2-0	Daniel Starr	2-0	Greg Mitchell	0-2	ddrogowski	2-0	Kevin Thomas	2-1	David De Lucia	2-1	john mccarty	0-2	Max Deresh	0-2								
willdotcom	Azorius Stiflenought	dwpoker	2-1	Yuchen_Wang	1-2	Chris Hubka	0-2	pbmtg	2-1	TheLegend27	2-1	Skyler Preedy	0-2	Tim Willinger	2-1	Benjamin Oakland	3-0	Stephen Seliskar	2-1	Stephen Dupal	0-2	MaxHoose	1-2	Bill McNeil	0-2						
TheLegend27	W-U-B-R-G Sneak and Show	Jiaxin Liu	1-2	Mark Turner	2-1	Sia	1-2	Suffers	2-1	willdotcom	1-2	Kirkland Dean	2-1	Victor Costa	2-0	LandisA	2-0	Eric Swanson	2-1	TarenD	0-2	Ethan Mcgillis	0-2								
Luke Tooker	W-U-B-G Omni-Tell	Michael Reed	0-2	DrewbieMaxim	1-2	EdKell	2-1	Chris Schmitt	2-1	Matthew Radford	2-0	Blaise Koehler	0-2	Michael Kochis	2-1	Owen Krueger	2-1	maritlage2	2-0	Stefan Vastek	1-2										
MoB	Naya Initiative	Logan Courtright	1-2	Chris Schiber	1-2	Michael Fajardo Evangelista	2-0	John Hruby	1-2	galvinp	2-1	Chris Hubka	2-1	Marcus Davanzati	2-1	Josh Williams	2-1	Bkud51	2-1	Louis Salerno	0-2										
Jon Paton	Mono-Red Stompy	highseraph88	2-0	Brian Sheets	2-0	daburton84	2-0	Ryan Mullens	2-1	Aaron Smith	1-2	Adam Barnett	2-0	LastClaireBender	1-2	Michael Johnson	2-1	RizhengSun	1-2												
bm215226	Azorius Death and Taxes	Wylie Robbins Thorne-Thomsen	1-2	George Bosovich	1-1	jdinnan08	2-1	ahg113	2-0	PonderingEmperor	1-1	Baiowulf	1-2	Casey Steiner	2-1	Chris Switalski	2-1	Matthew Ivans	2-0												
ajmyshack	Grixis Control	jake pearlmutter	1-1	David Hoang	2-0	Charles Noyce	2-1	rlesko	0-2	Ryan Kelly	2-1	Stephen Green	2-1	Connery Knox	2-1	Jeff Jao	0-2	Tony Morris	0-2												
J W	Azorius Tempo	Benjamin Mason	2-0	Kevin Brenneman	2-0	Roland Chang	1-1	Anderson  LeClair	2-0	Spencer Warburton	1-2	Alex Yatsenko	1-2	Devin Slater	2-1	Wizard_Dueler	2-1	Logan Hsia	1-2												
Ian Ouellette	Esper Ad Nauseam Tendrils (Yorion)	mattskones	2-1	Kevin Tilley	2-0	Matthew Vook	0-2	Kendal Frame	2-1	Terry Stratton	2-1	PatrickVincent	1-1	Jacob Woods	0-2	Scott Bowe	2-0	Anderson  LeClair	1-2												
Spencer Warburton	W-U-B-G Reanimator	Michael Fajardo Evangelista	2-0	Noah Hippensteel	2-0	Stephen Green	1-1	Veloxmortis	2-0	J W	2-1	rlesko	0-2	PatrickVincent	0-2	Kyle Montgomery	2-1	James Pogue	1-2												
legacygamingkc	Orzhov	Sean Mahoney	2-1	Jonathan Reynolds	2-1	Marland Moore	1-1	Wylie Robbins Thorne-Thomsen	2-1	Christopher Dobles	2-0	Roland Chang	1-2	Alex Yatsenko	2-1	Charles Noyce	1-2	ThePrinceofPauper83	0-2												
Sasquatch1313	Dimir Tempo	Grey Kittrell	2-1	Steve Rogers	2-1	Nam Dang	1-2	Mcaster	2-0	ethantc1999	1-1	Charles Noyce	1-2	Theodore Lockman	2-0	Brian Cotton	2-1	Joseph Hunt	1-2												
christopher desa	W-U-B-G Reanimator	Eric Shutter	2-0	Baiowulf	1-1	Justin Barkey	2-1	Ethan Dunn	0-2	Anderson  LeClair	2-0	PeterColoyan1	2-0	James Pogue	0-2	wcmatson	2-1	JamesKisau	1-2												
Ryan Jiang	W-U-B-G Reanimator	SiL3nTGoaT	2-0	Austin Wolf	2-0	Carter Hewitt	0-2	Scott Bowe	1-1	Justin Barkey	2-0	Joseph Hunt	1-2	PeterColoyan1	2-1	Jim Monolith?	1-2	Patrick Weiss	2-0												
Scott Bowe	Bant Beanstalk	James Hickle	0-2	DeMario	2-0	Adam Sensenig	2-1	Ryan Jiang	1-1	Stephen Green	0-2	Michael Hemman	2-1	ahg113	2-1	Ian Ouellette	0-2	Ilikefriends	2-1												
Jim Monolith?	Colorless Stompy	Rachel Feingersh	0-2	Daniel Stark	1-1	Rory Reen	2-0	Ellie751	2-0	EthanNeustadt	2-0	Brian Cotton	2-1	Charles Noyce	0-2	Ryan Jiang	2-1	Jacob Woods	1-2												
Brandon Chang	Colorless Mystic Forge Combo	David Hoang	1-1	Sagheer Faiz	0-2	Ilikefriends	1-2	Andrew Lawrence	2-0	Derek Shank	2-1	jpbarzola	2-0	Marland Moore	2-0	sparisien89	2-0	Ethan Dunn	1-2												
ahg113	Gruul Ruby Storm	TonyPajamas	1-1	MrFringe89	0-2	Donald Egnew	2-1	bm215226	0-2	Damian Smith	2-0	Patrick Owens	2-0	Scott Bowe	1-2	Dale Hall	2-1	SiL3nTGoaT	2-0												
LeithMeador	Mono-White Mystic Forge Combo	westley stiffler	1-2	rxthexletter	1-1	Matt Alden	1-2	SavageDan	2-1	jdinnan08	2-0	Nathan Choi	2-1	Patrick Weiss	2-0	Alex Yatsenko	1-2	Wylie Robbins Thorne-Thomsen	2-0												
Benjamin Dunk Kostecki	Rakdos Painter	Omar Nasr	0-2	Jeremy Woods	2-1	Vale Trujillo	2-0	EthanNeustadt	1-1	Charles Noyce	0-2	Devin Slater	1-2	kyle Clementino	2-1	Derek Shank	2-1	Lorkac	2-1												
Joshua White	Mono-White	Rob Redoak	2-0	Logan Hsia	2-1	James Schlott	2-0	andrewslafreniere	2-1	Kelvin Wallace	2-0	RobinH	1-2	Aaron Smith	1-2	Jonathan Rojo	1-2	Matt Orfanello	1-2												
Michael Johnson	Mono-Red Eldrazi	Josh_8finity	2-1	Ryan Bellamy	2-0	NathanEddinger	2-1	Anthony Valentine	2-1	Ramy Mansour	1-2	Eric Farmer	2-1	Gabe Hoppe	1-2	Jon Paton	1-2	Gregory Berlinrut	0-2												
Christian Fuller	Temur Delver	Hart Horton	2-1	Ethan Mcgillis	2-1	Brian Swanson	2-1	Jacob Gertz	0-2	Alexandre Masson	2-1	Jean-Philippe Goyet	2-0	Sam Lowe	1-2	David Galperin	1-2	Amiracle	1-2												
Kellan Drogowski	W-U-B-G Cephalid Breakfast	Charlie Arto	2-0	kyle Clementino	2-0	Mayflower159	2-1	Jacob Kolessar	2-1	LastClaireBender	0-2	Kyle Lisica	2-1	Ross Berkowitz	0-2	Ken Ryan	1-2	Bill McNeil	0-2												
GrahamOliver	U-B-R-G Oops! All Spells	john slater	2-1	Beautox	2-1	AmiH1	2-1	Nathan AndersonStahl	2-1	PatrickVincent	2-0	Owen Schading	1-2	Yackobo1421	1-2	doejurko	1-2	Michael Reed	0-2												
Benny Zeoli	W-U-B-G Reanimator	Kiet Ngo	2-1	Nathan Bingham	2-0	Jake Rutkowski	2-1	Johan Larsson	1-2	Robbie_2	1-2	rxthexletter	2-0	Trey Natili	2-0	Gabriel Balannik	1-2	Matthew Kunze	1-2												
Mike Jones	Mono-White Mystic Forge Combo	Brandk	2-1	hrwk	2-1	faultedform	2-0	FrancisDackleman	2-0	Kieran MacDuff	1-2	doejurko	0-2	Kyle Dorgan	0-2	Dan Miller	2-1	Lirek Kulik	1-2												
Nam Dang	W-U-B-G Reanimator	Chrissalvatore121	2-1	Isaac Sherman	2-1	Sasquatch1313	2-1	Jaeden Woltjer	1-2	Parker Southwick	2-1	Arjun Talpallikar	2-1	Kelvin Wallace	1-2	Aced5	0-2	Chris Chauvet	1-2												
Timothy Stephens	Mardu Death and Taxes	Tyrell Kizer	2-1	Tom Basketball	1-2	DJSeco	2-0	Wesley Nguyen	2-1	Shawn Austin	2-1	Wyland Tregear	0-2	Lirek Kulik	2-0	paul lynch	0-2	Alexandre Masson	1-2												
Matthew Storie	U-B-R-G The EPIC Storm	Derek Shank	2-1	Alan Donoho	2-0	Dustin Smith	2-1	Tom Basketball	1-2	Wyland Tregear	0-2	Donger	2-1	Julian Jakobovits	0-2	Michael Conlin	2-0	Jaron Haberstroh	1-2												
john slater	Dimir Tempo	GrahamOliver	1-2	Jskavulich	2-1	eddierichter	2-1	rgreen42	2-1	Jesse Inman	2-1	Gabriel Balannik	0-2	Edward Arce	2-0	Chris Siroonian	1-2	Anthony Valentine	0-2												
Ford Jordan	W-U-B-G Cephalid Breakfast		Bye	Greg Mitchell	2-1	RyaS26	2-0	Ramy Mansour	0-2	Lirek Kulik	0-2	Shawn Austin	2-0	Jake Abernathie	0-2	John shea	2-1	Niklas Holtmann	0-2												
Rommie	Colorless Mystic Forge Combo	Matt Orfanello	2-0	Draygen	2-0	Steven Porter	2-0	Camari Bolger	1-2	Quinn Dominick	0-2	Shaun Sunkara	2-0	Parker Southwick	0-2	Nathan AndersonStahl	2-1	Stefan Vastek	1-2												
NickEldering	W-U-B-G	IronAge69	2-1	maritlage2	2-1	Oliver Higgins	1-2	James Adams	2-1	Ross Berkowitz	1-2	Michael Sommercorn	2-1	Jeffrey Zhang	1-2	Lee Curtis	2-0	Joshua Cronk	0-2												
Chad Uzzell	Grixis Ad Nauseam Tendrils		Bye	Zachary Thompson	2-1	Benjamin Hartman	0-2	Owen Krueger	2-1	Zack Chatel	2-0	Jessy Hefner	1-2	Miguel Chavez	2-0	WBASnowman	1-2	Jaeseok Cho	0-2												
Skyler Preedy	W-U-B-G Reanimator	Corbin Davis	2-1	Johan Larsson	0-2	NRaupp	0-2	asapsalt	2-0	Andrew Yu	2-0	willdotcom	2-0	Zach Wilson	2-0	Oliver Higgins	0-2	Stefan116520	1-2												
Noah Hippensteel	W-U-B-G Reanimator	y2fae	2-1	Spencer Warburton	0-2	Omar Nasr	2-0	SamE5	2-1	Michael Weaver	2-0	Harry Hackett	0-2	Ian Washburne	2-1	Max Dore	1-2	ShaH1	0-2												
Carter Hewitt	Dimir Tempo	David Cleveland	2-0	Mason Hoose	2-1	Ryan Jiang	2-0	Kyle Dorgan	0-2	isandornoT	2-1	Francis Perak	0-2	ZeeSeeKay	1-2	Troy Warrington	2-1	Trevor Sharp	1-2												
Will Greider	W-U-B-G Cephalid Breakfast	Gabriel Balannik	1-2	Lee Curtis	2-1	PaulG	2-0	Dustin Smith	2-0	Will Hargett	2-0	faultedform	1-2	Amiracle	0-2	Evan Timmons	2-0	Edward Arce	1-2												
Cameron ramsay	W-U-B-R-G Sneak and Show	Oliver Voegeli	2-0	Owen Schading	1-2	ddrogowski	2-0	Devin Reilly	2-0	KevinNam	0-2	Terry Stratton	2-0	Matthew Kunze	1-2	Kevin Brenneman	2-0	Caleb Devany	1-2												
Quinn Dominick	Mono-Green Lands	RyanK	0-2	Patrick Weiss	2-0	Beautox	2-1	Stephen Lewis	2-0	Rommie	2-0	Benjamin Oakland	2-0	Jacob Kolessar	1-2	Jared Lefkowitz	0-2	Alvin Gillo	0-2												
Julian John	Izzet Tempo	rxthexletter	2-0	Michael Ewanyk	2-0	Jay Wojciechowski	0-2	Jacob England	2-1	Reuben Musselman	1-2	Fastphotons	2-1	Benjamin Oakland	2-1	Avi Lessure	0-2	john mccarty	1-2												
Stephen Seliskar	Mono-White Mystic Forge Combo	Oren Shoemaker	0-2	Harry Pasku	2-0	Colin Lugo	2-1	WBASnowman	1-2	hebertmike	2-1	Chris Chauvet	2-1	Evan Timmons	2-1	Mario Martinez	0-2	willdotcom	1-2												
Trey Natili	Rakdos Beseech Storm	Willshrum	2-0	Michael Ide	2-0	Kieran MacDuff	0-2	TJ Raymore	2-1	hopefulcd	2-0	Ken Ryan	0-2	Benny Zeoli	0-2	y2fae	1-2	Alex  Baker (Bigalbertbake)	2-0												
Benoit Jubinville	Sultai Doomsday	Jeremy Pinter	2-0	Clair Bigelow	2-1	Nosferatu Espinoza	2-0	MatP21	0-2	Jean-Philippe Goyet	1-2	Jim Baxter	0-2	SamE5	2-0	Jeffrey Kramer	1-2	Dominic Vernazza	2-0												
David Sittinger	Bant Nadu Cradle Combo	Jack Simmons	2-0	Brady Munroe	2-0	Ken Ryan	1-2	Jackson Roark	2-0	Trevor Shymske	2-0	Brennan Creasap	0-2	WastedTravel	2-0	Khurtz11	0-2	y2fae	1-2												
Edward Wightman	U-B-R-G Oops! All Spells	EthanNeustadt	2-0	LastClaireBender	1-2	Hart Horton	2-0	thewrathchilde	2-0	Ryan Bellamy	0-2	Kevin Allen	2-1	Carey Banyas	2-1	Steven Borakove	1-2	Mark Hollaar	1-2												
Jim Baxter	W-U-B-G Reanimator	AmiH1	0-2	DiegoWildenstein	2-1	ConnorFlickner	2-1	Yackobo1421	0-2	Cristian Sanchez	2-1	Benoit Jubinville	2-0	Boston Schatteman	0-2	David Marchese	2-0	JUSTIN RYAN	1-2												
Willjc	Sultai Doomsday	daburton84	1-2	bethanyxxrhianne	2-0	THEOGRE	2-0	Tony Morris	0-2	Jonathan Johnson	2-0	Neal Sacks	2-0	john mccarty	2-1	Devin Reilly	1-2	Max Gilmore	0-2												
Michael O'Malley	W-U-B-G Cradle Control	Colin Wu	2-0	Tony Murata	2-1	Max Deresh	0-2	Lunch Boxx	2-1	Gabriel Balannik	0-2	Connor McElhinny	2-0	Devin Reilly	0-2	Caleb Rider	2-0	Daniel Kelton	1-2												
Matthew Whittle	Mono-White Mystic Forge Combo	Robert Arrington	2-0	Matthew Kunze	2-1	James Adams	2-1	Boston Schatteman	1-2	Kyle Lisica	1-2	Kian Tanner	2-0	MarkDriscoll	1-2	TimWilder	0-2	daburton84	2-0												
PL Boudreault	Izzet Delver	Clair Bigelow	1-2	edinfante84	2-0	Fangshuo Cao	2-1	Benjamin Oakland	0-2	Ryan Mitchell	2-0	Colin Wu	2-1	varelandrew	0-2	Jackson Roark	2-0	Alex Yatsenko	0-2												
Jack Kitchen	Boros	Jeff Dellinger	2-0	peterkirk1	2-0	Winston Wood	2-0	Hans Jacob Goddik	1-2	Taylor Herfindahl	0-2	Jeff Jao	0-2	ace holidayy	2-0	Devin Rodgers	2-0	Stephen Dupal	0-2												
isandornoT	W-U-B-G Omni-Tell	Michael Darcy	0-2	Colin Logan	2-1	Jiaxin Liu	2-1	Matt Gausebeck	2-0	Carter Hewitt	1-2	Karl Schulz	2-0	Trevor Sharp	2-0	arlin bonfiglio	1-2	Tyrell Kizer	1-2												
Terry Stratton	W-U-B-G Control (Yorion)	bdaza	2-1	James Hickle	0-2	Jason Morency	2-1	Kenny Royer	2-1	Ian Ouellette	1-2	Cameron ramsay	0-2	Colin Wu	2-1	CavernOnHuman	2-1	Parker Southwick	0-2												
Alec Wilson	W-U-B-G Reanimator	Zach Wilson	2-0	Jared Lefkowitz	0-2	Tony Murata	0-2	Parth Brahmbhatt	2-0	rgreen42	2-1	godseerker	2-1	Kevin Brenneman	2-0	Jeremy Cairl	0-2	george efelis	0-2												
Cole Gabel	Mono-Green Lands	Michael Kochis	2-1	Jacob Woods	0-2	Andrew Mathes	2-0	Patrick Greenfield	2-0	Dan Staub	0-2	Peter Graf	2-1	Bill Comminos	2-1	Trevor Cordingley	0-2	Emily Anders	1-2												
Christopher Borgerding	Dimir Tempo	Seamus Malley	1-2	Luis Dominguez	2-1	codibus	2-0	Jamie Davis	2-1	Miguel Chavez	2-1	JaajWiiw	2-1	Scott Blumenthal	0-2	Ronald Norton	1-2	Julian Jakobovits	0-2												
Donger	U-B-R-G	Patrick Owens	2-1	Paul Raynes	0-2	Patrick Cunningham	2-0	RizhengSun	0-2	Samuel Vaughn	2-0	Matthew Storie	1-2	Neal Sacks	1-2	Oblivion462	2-0	Sean Stone-Ashe	2-1												
Benjamin Hartman	Sultai Ad Nauseam Tendrils	DiegoWildenstein	2-0	Brandoncollins1	2-0	Chad Uzzell	2-0	Owen Schading	0-2	Steven Porter	1-2	Jesse Inman	0-2	Omar Nasr	2-0	Hart Horton	0-2	LoganNEF	2-0												
TonyScapone	Rakdos Beseech Storm	Michael Weaver	0-2	Matt Alden	2-0	John shea	2-0	Aced5	1-2	Logan Courtright	2-0	Ameth123	2-0	ManaCrip	2-1	dukevitro	0-2	Boston Schatteman	0-2												
godseerker	Colorless Mystic Forge Combo	Christopher Wessel	0-2	KingSquee	2-0	Tristan Amini	2-0	Brandon Hulings	2-0	Sergei Pourmal	1-2	Alec Wilson	1-2	Kevin King	2-0	Josh Coffey	2-1	Michael Ide	1-2												
Josh Coffey	Dimir Tempo	nickrainey	2-0	Jiaxin Liu	2-1	Victor Costa	2-0	Aaron Smith	0-2	Harrison lorenc	2-1	Jeremy Cairl	1-2	Nosferatu Espinoza	1-2	godseerker	1-2	Evran Aksoy	2-0												
RyanK	W-U-B-R-G Sneak and Show	Quinn Dominick	2-0	Jake Abernathie	0-2	Tyler Carden	2-1	Adam Barnett	1-2	Junkie216	2-0	Yuchen_Wang	2-1	Michael Darcy	1-2	Max Garman	2-0	Dylan Carr	1-2												
zoidberg1003	Mono-Red Mystic Forge Combo	Daeyel	2-0	Niklas Holtmann	2-0	Edward Arce	1-2	paul lynch	1-2	Kenny Royer	2-0	Hudson Watkins	1-2	McCready213	2-0	Greg Mitchell	2-1	Kiet Ngo	1-2												
Benjamin Landers	W-U-B-G Cephalid Breakfast	Kevin Thomas	0-2	Justin Aldinger	2-0	MNeu	2-0	Ryan Mitchell	2-1	B Seftelus	2-1	Jakob Heckert	1-2	Jeremy Rowe	2-1	Tommy Wray	0-2	andrewslafreniere	1-2												
Oren Shoemaker	W-U-B-G Reanimator	Stephen Seliskar	2-0	gjumes	2-1	Kyle Dorgan	0-2	Leland Machen	1-2	Jayson  Chandler	2-0	stlhulksmash	2-0	Lee Curtis	2-1	Tom Basketball	0-2	TJ Raymore	0-2												
NathanEddinger	Grixis Delver	Kevin King	2-1	tullygarberg	2-1	Michael Johnson	1-2	Francis Perak	1-2	Patrick O'Reilly	0-2	John Hruby	2-0	KingSquee	2-0	newnoobontheblock	2-0	DrakeHoness	0-2												
jasonmitro	W-U-B-G Cephalid Breakfast	CoolMatt	2-0	PaulG	2-1	Ryan Mullens	0-2	Jonathan Rojo	0-2	Jake Abernathie	0-2	jamesheischman	2-0	Austin Wolf	2-1	WastedTravel	2-0	Michael Darcy	0-2												
Fastphotons	Mono-Blue Cloudpost	Patrick Cunningham	2-1	jamesheischman	2-0	Anthony Valentine	1-2	Avi Lessure	0-2	Tyler Carden	2-0	Julian John	1-2	Nivix27	2-1	Olivier Hamel	1-2	mikehank	2-1												
Neal Sacks	Mono-Red Stompy	Kemper Pogue	2-1	MatP21	1-2	Travis Hobrla	2-1	Steve Rogers	1-2	James Gertz	2-0	Willjc	0-2	Donger	2-1	Max Gilmore	1-2	Jacob Gross	2-0												
Jack Pullman	W-U-B-G Reanimator	AParkerK	2-0	Scott Waldron	2-1	stlhulksmash	2-1	Thomas Genzman	0-2	Giovanni Alberty	1-2	Leland Machen	2-1	WBASnowman	0-2	DrunkHydra	2-1	Michael Weaver	1-2												
Michael LeVine	Golgari		Bye	Sam Lowe	1-2	Joseph Hunt	0-2	Robert Wilson	0-2	Kevin Jones	2-0	HarlequinZERO	2-0	jtakron22	2-1	William Greenwood	2-1	kwschlosser	1-2												
Arjun Talpallikar	W-U-B-G Reanimator	Kenneth Frye	2-0	Jared McCall	1-2	MrFringe89	2-1	Evan Heritage	2-1	Laurent GADCHAUX	2-1	Nam Dang	1-2	Sam Higgins	1-2	NRaupp	2-1	Lucas Wade	1-2												
Ryan Bellamy	Dimir Tempo	Nick Pynn	2-0	Michael Johnson	0-2	Chris Switalski	2-1	SamKmiec	2-1	Edward Wightman	2-0	Sam Lowe	0-2	DarthSyhr	0-2	Carey Banyas	1-2	Fangshuo Cao	2-1												
Ryan Eakins	Mono-White Mystic Forge Combo	llmcfadde	1-2	Reed Brace	2-0	McCready213	2-0	Kinan Abouzelam	2-0	Yackobo1421	0-2	Emily Anders	1-2	jmatela	2-1	TarenD	1-2	Dan Miller	2-1												
Olivier Hamel	Mono-Green Lands	Khurtz11	1-2	Smallss	2-1	Ben Hunt	2-0	NRaupp	1-2	Nandan Chebrolu	2-0	WBASnowman	1-2	Peter Graf	2-0	Fastphotons	2-1	Tyler Klein	1-2												
John Slimak	Mono-White	Jacob Bauer	2-1	Tom Hertfelder	1-2	Tyler Klein	1-2	eddierichter	2-0	SamE5	2-0	Michael Reed	0-2	mike_long	2-0	loitment	2-1	Patrick O'Reilly	1-2												
gbabcock13	W-U-B-G	Adam Bruce	2-0	Alex Fiergang	0-2	Christopher Brill	2-1	AmiH1	2-1	RizhengSun	0-2	David Marchese	2-0	MatthewB3	1-2	Kevin Tilley	0-2	Kian Tanner	2-0												
Francis Perak	Bant Nadu Midrange Combo	Owen Krueger	1-2	Evan Muller	2-0	Sean Stone-Ashe	2-1	NathanEddinger	2-1	Karl Schulz	2-1	Carter Hewitt	2-0	Spencer Asral	1-2	Ben Hewitt	1-2														
Eric Swanson	Mono-Red	EdKell	2-1	Ben Hewitt	1-2	Owen Krueger	0-2	ddrogowski	2-0	THEOGRE	2-1	Isaac Sherman	2-1	JeffChiu96	2-0	Patrick Green	0-2	TheLegend27	1-2												
Tyler Carden	U-B-R-G Storm	Devin Rodgers	2-1	varelandrew	0-2	RyanK	1-2	Taber	2-1	Fastphotons	0-2	Ben Wernberg	2-0	Donny Yeh	2-0	PonderingEmperor	2-0	Jake Abernathie	1-2												
rgreen42	Izzet Tempo	seanhettich	2-1	OverSeasons	2-0	Michael Puchkov	1-2	john slater	1-2	Alec Wilson	1-2	Eric Copenhaver	2-0	Brady Munroe	2-1	josh_versus	2-1	Samantha Murphy	0-2												
Ian Washburne	Rakdos Painter		Bye	Warren Cocke	1-2	Jacob Edwards	2-1	josh_versus	2-0	Khurtz11	1-2	remi bouchard	2-0	Noah Hippensteel	1-2	Sia	2-1	Laurent GADCHAUX	1-2												
Jason Reid	Mono-Blue Cloudpost	eddierichter	2-1	Kian Tanner	0-2	logan margaritis	2-1	darkpck2	2-1	Hank Zhong	1-2	varelandrew	1-2	M0nkeiz25	2-1	Bkud51	0-2	David Situ	2-0												
Chris Neuteboom	W-U-B-G Elves	DankR1tual	2-1	Shadowuni	1-2	David Marchese	0-2	ghostx02	2-1	Louis Salerno	1-2	jbconley	2-1	Dalton Metelsky	2-1	Patrick Cunningham	0-2	westley stiffler	2-1												
Christopher Watson	Rakdos Goblins	Austin Peoples	2-1	MNeu	2-1	AHNY	2-1	Justice Wright	0-2	Anthony Brown	1-2	Brian Sheets	1-2	toughgoose	2-0	Daphex	2-0	MarkDriscoll	0-2												
Tyler Milmine	Mono-Red Stompy	Dustin Smith	1-2	Jwilc	2-1	Sean Swain	2-1	Winston Wood	2-0	Connor McElhinny	2-0	cmwilson252	1-2	Kyle Dillon	2-0	David Tobias	0-2	Daniel Skutt	1-2												
Dustin Smith	Mono-Blue Painter	Tyler Milmine	2-1	MassCrouton	2-1	Matthew Storie	1-2	Will Greider	0-2	Jacob Milchman	1-2	DayH	2-0	Kris Rhinehart	2-0	William Nemiroff	2-0	hrwk	0-2												
Brandon Hulings	Mono-White Mystic Forge Combo	Evan Muller	2-1	Junkie216	2-0	WastedTravel	0-2	godseerker	0-2	hulk3rules	2-0	Sean Stone-Ashe	2-1	Laurent GADCHAUX	2-1	Pieter Tubergen	1-2	James Hickle	1-2												
Dominic Monfre	Izzet Delver	Ian Russell	2-0	Zack Chatel	0-2	Tyrell Kizer	0-2	Christopher LaTourette	2-1	Michael Ewanyk	2-0	Zachary McAdoo	0-2	Jared Engelberth	2-1	Chris Chauvet	1-2	Josh Williams	2-0												
Zach Lotus	Sultai Ad Nauseam Tendrils	Matthew Vook	0-2	Michael Conlin	2-1	nivax	2-0	Max Gilmore	1-2	Kirkland Dean	2-1	Jarvis Yu	0-2	Reno07	2-0	Will Hargett	2-1	Ryan Mullens	0-2												
Patrick Cunningham	Dimir Tempo	Fastphotons	1-2	Ian Klein	2-0	Donger	0-2	Edward Whiteside	2-1	David De Lucia	2-0	daburton84	2-0	Max Dore	1-2	Chris Neuteboom	2-0	Eric Hadam	0-2												
Bkud51	Golgari Cradle Control	David Adelman	2-0	David Jimenez	2-0	Connery Knox	0-2	Grant Cullen	2-1	Julian Jakobovits	1-2	James Adams	2-1	Gregory Berlinrut	0-2	Jason Reid	2-0	MoB	1-2												
Jason Morency	W-U-B-G Cephalid Breakfast	Sam Lowe	0-2	ciscokid42	2-1	Terry Stratton	1-2	joseph melville	2-1	logan margaritis	2-1	Jason Song	2-0	Emily Anders	0-2	Rlemay	1-2	nivax	2-1												
Eugene Freeman	Mono-White Mystic Forge Combo	Cristian Sanchez	1-2	Travis D'Agaro	2-1	David Galperin	2-0	Scott Blumenthal	1-2	thewrathchilde	2-0	TarenD	1-2	Alex Koblish	2-0	AlexanderGrosshans	2-1	Evan Jasinkiewicz	0-2												
Carey Banyas	Mono-Blue Cloudpost	Phil Williams	2-1	stlhulksmash	0-2	jtakron22	2-1	James Pogue	0-2	Dominick Paolercio	2-0	William Nemiroff	2-0	Edward Wightman	1-2	Ryan Bellamy	2-1	Michael Sofia	1-2												
JeffChiu96	Golgari	Vachonpe	2-1	Stephen Green	0-2	Nandan Chebrolu	2-0	Casey Steiner	2-0	Yuchen_Wang	2-0	Dan Staub	0-2	Eric Swanson	0-2	Lucas Wade	0-2	DrunkHydra	2-0												
maritlage2	Bant Nadu Midrange Combo	Sonny Le	2-1	NickEldering	1-2	RizhengSun	1-2	McCready213	2-1	Billdozer1547	2-1	Casey Fuste	1-2	Chrissalvatore121	2-0	Kenny Royer	2-1	Luke Tooker	0-2												
Jake Rutkowski	W-U-B-G Reanimator	Kirkland Dean	2-0	TJ Raymore	2-1	Benny Zeoli	1-2	Lorkac	0-2	MTGXiphos	2-0	Kendal Frame	2-1	Mark Hollaar	1-2	Michael Sommercorn	2-1	TarenD	1-2												
Corbin Davis	U-B-R-G Beseech Storm	Skyler Preedy	1-2	mikehank	2-0	Scott Blumenthal	0-2	JVKasenchak	0-2	Alex  Baker (Bigalbertbake)	2-0	Joe Duyos	2-0	Benjamin Walko	2-0	David Situ	2-0	Hart Horton	0-2												
Michael Swailes	Mono-Blue Cloudpost	Joseph Watson	0-2	Unemployment	2-1	Andrew Beldin	2-1	Jonathan Johnson	2-0	Steve Rogers	2-1	codyphillips1991	1-2	Joshua Cronk	0-2	Chad Phillip Hewitt	2-0	David Daniel	0-2												
Michael Kniffen	W-U-B-G Reanimator	Ryan Ascott	2-0	Daniel Zlatkin	0-2	Dan Kovacic	2-1	Suz Souza	2-1	Day2check	2-1	Jacob Kolessar	1-2	Will Hargett	2-0	Harry Hackett	0-2	Kieran MacDuff	1-2												
