Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15		Round 16		Round 17	
Giovasc91	UR Aggro	Alessandro Valentino Sala	2-0	Yann EAT	2-1	Salim ZAOUIA	2-0	Matteo Di Gangi	1-2	Don Mars	2-0	Ibai Lihoreau	2-1	David Lambregs	2-0	GiuC11	2-0	LuiLav	0-2	Alexi Krochmaluk	1-2	Bravo Gabri	1-2	PhilippA	2-0	Francesco Gregori	0-2	Tugsteno	2-1						
Cena	Dimir Tempo	Nightingale1909	2-1	Benze404	2-1	E2	2-0	Mattia Panico	2-0	sylvogel	2-0	Dario Rabolini	0-2	Enrico Donisi	0-2	Korbinian John	2-0	wiky	2-0	Justin 'IamActuallyLvL1' Gennari	1-2	SebastianF	2-1	Redouane Bouarar	0-2	LuiLav	0-2	David Lambregs	2-0						
Bravo Gabri	Decklist		Bye	AndD47	2-0	Tomek Hanik	0-2	Escreecho	2-0	gggodgiven	1-2	CorvoScuro92	2-0	Tobias Fischer	2-0	LordRiku	2-0	Dauthi_Dauthi	0-2	Simon Ritter	2-1	Giovasc91	2-1	Luca Fasoli	1-2	Louis JULLIEN	2-0	BoshNRoll_Brian	1-2						
Greiman	Storm	Marcobaroncelli	2-0	Bobovic	0-2	sofloni	2-1	Simone Coppola	2-0	EmanueleMarcotti	2-0	Pingu24	2-1	AugustinThe4	2-0	Dario Moreno	0-2	KaylaAnn	2-0	andrea riva	2-1	Yoniariel	1-2	ClaS18	0-2	FraL39	0-2	Sébastien Fayand	2-1						
Bobovic	Pox	GrindNick	2-0	Greiman	2-0	Rodmanbcn	1-2	Tyler Ragels	2-1	MatZ14	2-1	EriK34	2-0	Erik Bond	2-0	Eric Ratkowski	1-2	Kathal09	2-0	Francois LIROLA	0-2	GiovanniDemaio	0-2	Edoardo Mazzuferi	2-0	Svaca	0-2	SebastianF	2-0						
Valentino Bisogno	Izzet	EmanuelGellermann	2-0	SambaD	2-1	EmanueleMarcotti	0-2	Bart_R	2-0	Markus Hofer	2-1	Pietro Anselmo Tasselli	2-1	Francois LIROLA	2-1	jerko jovic	0-2	BoshNRoll_Brian	2-0	Lorenzo Donati	2-1	Dafne17	1-2	Lucas Mietton	0-2	David Lambregs	2-0	Dod2gaia	0-2						
AngusMTG	Decklist	Rostislav Matuška	2-0	MrAnderson87	2-1	marinthe3rd	2-1	Aureliano Babbi	1-2	Jose Alejandro Balado Bradarich	2-0	SebH9	2-1	IvaA6	2-0	EMILE98	0-2	Tommaso Ciampolini	1-2	Preslav Krastev	0-2	wiky	2-1	Dod2gaia	1-2	Il_Divino_Menca	2-0	PhilippA	2-0						
FraL39	Dimir Tempo	MMagno	2-0	MatteoBraghiroli	0-2	Massetaniand	2-0	Claire Townley	1-2	Lorenzo Lamberti	2-1	Wuaschti	2-1	Mrsky	2-0	SebH9	2-1	Janne M.	2-0	Tugsteno	2-0	Riccardo Scartaghiande	0-2	CorvOscuro	0-2	Greiman	2-0	Michelino	0-2						
KaylaAnn	UR Aggro		Bye	Pietro Anselmo Tasselli	0-2	silverfox2253	2-0	ElmarEbel	1-2	Bart_R	2-1	Jair Dominguez	2-1	NicZ8	2-0	Bartosz Kryda	2-1	Greiman	0-2	AngelCrazy	1-2	Erik Bond	2-1	Alessandro Casamenti 	2-1	CarB51	1-2	Philipp Vogel	2-0						
Philipp Roushani	Show and Tell	StephanH	2-1	Zac Clark	1-2	LorP18	2-0	Giacomo94	2-0	Ben Belmans	0-2	Michelle Olsen	2-0	DamA3	2-0	gfernandes	2-1	Benedict Bienias	2-1	Basti_B	1-2	mopanda	2-1	BoshNRoll_Brian	0-2	LucaMassimoRainieri	0-2	Romain CORGNOLO	2-0						
Lorenzo Donati	Cephalid Breakfast	FraZ9	2-0	DMianete	2-0	Oscar Wass	2-1	Edoardo Mazzuferi	2-1	pedre	2-1	Terrence Serraarens	0-2	SebastianF	2-0	GioB7	0-2	SafronoV_V	2-0	Valentino Bisogno	1-2	BoshNRoll_Brian	0-2	Aureliano Babbi	0-2	Damien Carrivick	2-1	Jin Liu	2-0						
ClaS18	Storm	Comix84	2-1	Marcus Ewaldh	0-2	DMianete	2-1	streaksu	2-0	Edoardo Mazzuferi	2-1	viktorvonmuerte	2-0	SteS86	1-2	Pingu24	2-1	Simon Ritter	2-1	Jordy Nieuw	2-0	PatrizioG	0-2	Greiman	2-0										
Justin 'IamActuallyLvL1' Gennari	Show and Tell	AdriaRomero	1-2	KayL10	2-1	Guillem Salvador	2-0	Lorenzo Marinuzzi	2-0	Jose Maria Bermudo Mera	1-2	Captain D	2-1	SanzioLuca	2-0	Humbert Milazzo	2-0		Bye	Cena	2-1	Terrence Serraarens	1-2	LuiLav	2-1	Dauthi_Dauthi	0-2	Redouane Bouarar	1-2						
wiky	Dimir Tempo	Tomas_Vlcek	1-2	Pekka Korpelainen	2-1	Francesco Martinelli	2-0	Nikolaus Stratil-Sauer	2-0	JacM72	2-0	dreschwater	1-2	Rodmanbcn	2-0	Maximilian Tassone	2-1	Cena	0-2	CarB51	1-2	AngusMTG	1-2	Erik Bond	2-0	Benedict Bienias	2-0	Tim Matzke	2-0						
Simon Ritter	Cradle Control	TizianoDeglinnocenti	2-1	Guillem Salvador	2-0	Mene	2-0	Francesco Gregori	0-2	FraD31	2-0	Dario Moreno	1-2	KevinKahrer	2-0	Ferrarix	2-0	ClaS18	1-2	Bravo Gabri	1-2	Janne M.	2-1	CarB51	1-2	Diogo Escoval Martins	2-0	Louis JULLIEN	2-0						
Alessandro Casamenti 	Decklist	Scarro	1-2	SilC3	0-2	Lionco	2-1	Tobias Hedlund	2-1	Steivei	2-0	Igor Panigada	2-1	unstar	2-0	jermolestre63	2-0	Francois LIROLA	1-2	Ted Bratsberg	2-0	Luca Fasoli	1-2	KaylaAnn	1-2	Stucanojohn	2-1	AriFaggin	2-1						
Adrian Rivas	Decklist	Arvid Strauß	2-0	streaksu	2-0	PatrizioG	2-0	s87	2-1	Andrea Mengucci	2-1	Scarro	1-2	Riccardo Scartaghiande	2-0	Eduardo Ancini	1-1	Claudio Rossi	1-2	Benedict Bienias	2-1	Dario Moreno	2-0	Dario Rabolini	1-2	Alexander Kohles	0-2	Wouter Segaar	0-2						
Eduardo Ancini	Dimir	zzip	2-0	mapet	2-0	Parco	2-0	David Szatkowski	2-1	Matt Girardi	2-0	Jonas Schernberger	2-0	Terrence Serraarens	0-2	Adrian Rivas	1-1	Lemure90	0-2	Dario Rabolini	1-2	Michel Kohn	2-1	Umby85	1-2	Dario Moreno	1-2	SafronoV_V	2-1						
Michel Kohn	Others	Dorian Wiese	2-0	Maximilian Tassone	2-0	Lorenzo Marinuzzi	2-0	GiuC11	0-2	Egor Titov	2-0	Niklas Holtmann	2-0	dreschwater	2-0	Lemure90	1-1	Jack Doyle	1-2	Luca Verdiani	1-2	Eduardo Ancini	1-2	kathor	2-0	JonasW1	2-0	Jan Schmidt	0-2						
JonasW1	4:5c Control	AndS112	2-1	Claudio Rossi	2-0	LorenzoCer	0-2	Martin Lamr	2-0	JuanElisoSoto	2-0	dklatt	2-1	Jhon Lionetti	2-1	Enrico Donisi	2-0	Timo Zeyer	1-2	Matteo Di Gangi	1-2	Michelino	1-2	Gazzo91	1-1	Michel Kohn	0-2	Carmine Molinario	2-0						
Umby85	Decklist	AvishaiElma	1-1	Fairlight	2-1	Carlo Alberto Scullin	2-1	b0l2l20m1n1	2-0	Ola Bevanda Roxendal	2-0	CooperW	2-0	Francesco Gregori	2-0	Stefan Gussenhoven	0-2	Jan Schmidt	0-2	Ilya Shcherbakov	0-2	Carmine Molinario	2-1	Eduardo Ancini	2-1	Claudio Rossi	1-2	tobyb	1-2						
Dario Moreno	Decklist	PhilippA	1-2	AlessioBumbea	2-1	Jan Buse	2-1	Gianluca Spagna	2-0	Hutterer	2-0	Simon Ritter	2-1	VJoner	2-1	Greiman	2-0	GioB7	1-1	Rodrigo Togores	1-2	Adrian Rivas	0-2	Fynn Karstens	0-2	Eduardo Ancini	2-1	Luca Verdiani	1-2						
Timo Bertram	Izzet	Riccardo Biava	2-0	B1tterbl0ss0m	2-1	Ferrarix	2-0	Sébastien Fayand	2-1	Basti_B	1-2	s87	2-0	paolohitz93	2-0	PabO3	2-1	Eyalzuck28	1-2	Luca Fasoli	2-1	SteS86	0-2	Dauthi_Dauthi	0-2	Wouter Segaar	0-2	Upredaturi	0-2						
Supreme90	Cloudpost Ramp	Mordenkran	2-1	Aleksandr Kartyshov	2-0	GiuC11	1-2	CobraDeDios	2-0	Dafne17	2-1	Luca Fasoli	1-2	ElmarEbel	2-0	dreschwater	2-0	CarB51	2-0	Niklas Holtmann	1-2	SafronoV_V	2-0	MartinoB	1-2	Basti_B	0-2	Aureliano Babbi	1-2						
Tugsteno	Decklist	GiulioFerrari	2-0	adrianoalari	0-2	Jordy Nieuw	2-1	Ted Bratsberg	2-1	Cip86	2-1	Eric Ratkowski	1-2	Omyros	2-0	Kamil Strachoň	2-1	CorvOscuro	2-1	FraL39	0-2	Damien Carrivick	2-0	GiovanniDemaio	1-2	andrea riva	0-2	Giovasc91	1-2						
PhilippA	U-B-R-G	Dario Moreno	2-1	Simone Coppola	1-2	EmaA1	2-0	RocL3	2-0	Tadeo	2-1	Cermak	2-0	LordRiku	2-1	Stucanojohn	1-2	Dafne17	0-2	Gareth Whitham	2-0	AngelCrazy	0-2	Giovasc91	0-2	Edoardo Mazzuferi	2-0	AngusMTG	0-2						
SebastianF	Dimir Tempo	Francesco De Giuli	2-0	EliZ2	2-1	Noah Mickel	2-0	CarB51	2-0	Clément Rieutort	0-2	GabR20	2-0	Lorenzo Donati	0-2	AleC141	2-0	Damien Carrivick	1-2	Louis JULLIEN	2-0	Cena	1-2	PieV6	2-1	GiuC11	0-2	Bobovic	0-2						
David Lambregs	Reanimator	Matteo Di Gangi	1-2	Jean-Philippe Lacour	2-1	ClaudioGiordani	2-1	Yann EAT	2-0	Nicolas Dolling	2-1	RomuloC	2-0	Giovasc91	0-2	Pietro Anselmo Tasselli	2-0	GiovanniDemaio	1-2		Bye	kathor	2-1	Tomek Hanik	0-2	Valentino Bisogno	0-2	Cena	0-2						
Sébastien Fayand	Death & Taxes	Francesco Ruvolo	2-0	DanM119	2-0	JulienZap	2-0	Timo Bertram	1-2	Azpeitia	2-1	Matteo_Blasi	2-1	Marco Liotta	2-1	AleM160	0-2	andrea riva	1-2	Kathal09	1-2	Benedict Bienias	1-2	Janne M.	2-0	Andrew Smith	2-1	Greiman	1-2						
PaoP6	Others	EugV	2-1	Marco Dogana	2-0	dreschwater	2-1	Marco Liotta	0-2	Nicholas Girardi	2-1	Skizzik	2-0	Diogo Escoval Martins	2-1	Niccolo' Olivieri	0-2	Diego Badinotti	0-2	Il_Divino_Menca	2-0	Aureliano Babbi	2-1	Andreas Hofverberg	1-2	Michelino	0-2								
Edoardo Mazzuferi	Dimir Tempo	Langi	2-0	Tobias Fischer	2-1	Tyler Ragels	2-0	Lorenzo Donati	1-2	ClaS18	1-2	Camberleaf	2-0	adrianoalari	2-1	FraF31	2-0	Karnesis93	2-0	Kheldarion	0-2	Preslav Krastev	1-2	Bobovic	0-2	PhilippA	0-2	Gazzo91	2-0						
Jin Liu	Cradle Control	Azpeitia	0-2	RicD19	2-0	PaoM8	2-0	Laurent GADCHAUX	2-1	Salvatore Meli	2-1	Korbinian John	2-0	Piki333	2-0	Eyalzuck28	1-2	René Hubrich	0-2	Wouter Segaar	1-2	Egor Titov	2-0	Damien Carrivick	2-1	Enrico Donisi	1-2	Lorenzo Donati	0-2						
Romain CORGNOLO	Mystic Forge	Zep87	2-0	Andrea Mozzi	2-1	justjasper	0-2	Maciej Mikłas	1-2	Philipp Wodenitscharow	2-0	LorG18	2-0	Cermak	2-0	Anders Christie	2-0	Michelino	2-1	Tommaso Ciampolini	1-2	CorvOscuro	1-2	andrea riva	0-2	kathor	2-1	Philipp Roushani	0-2						
Philipp Vogel	UR Aggro	CharlesN	2-1	NickDeme	2-1	David Szatkowski	0-2	Sven van Nes	2-0	Federico_Bonade	2-1	WinterN	2-1	Zafferix	0-2	Moris Leoni	2-0	Enrico Donisi	0-2	kathor	0-2	Il_Divino_Menca	1-2	Gareth Whitham	2-1	Rcamargo	2-0	KaylaAnn	0-2						
Il_Divino_Menca	Show and Tell	SambaD	0-2	Andrea Gavi	2-0	Wuaschti	2-0	chrivittoni	2-1	Sebastian Woschitz	2-1	Tobias Fischer	2-0	Lemure90	0-2	Mattia Panico	2-0	Kheldarion	1-2	PaoP6	0-2	Philipp Vogel	2-1	Kathal09	0-2	AngusMTG	0-2	Janne M.	2-0						
Tim Matzke	Dragon Stompy	Wiktul	2-1	SamKmiec	2-1	sylvogel	1-2	Tringalimarcello	2-1	DenisCerny	0-2	Churuz	2-1	Tommy Wray	2-1	RocL3	2-1	Upredaturi	1-2	Dod2gaia	0-2	Rcamargo	2-0	Diego Badinotti	0-2	PieV6	2-0	wiky	0-2						
Benedict Bienias	W-U-B-R-G	Goldrot	2-0	naila	2-1	Andrea Mengucci	0-2	Frederik De Keyzer	2-1	Camberleaf	2-1	Jan Schmidt	0-2	Patch095	2-1	AugustinThe4	2-0	Philipp Roushani	1-2	Adrian Rivas	1-2	Sébastien Fayand	2-1	AriFaggin	1-2	wiky	0-2	Diogo Escoval Martins	2-1						
AriFaggin	Artifacts Blue	OscR3	2-0	Syota Nakano	1-2	michele delpiazzo	1-2	AndreaGiaveri	2-1	Neilo	2-0	joujouwatermelon	2-0	AleI9	2-0	noluffy80	2-1	PieV6	2-1	Fynn Karstens	1-2	EMILE98	0-2	Benedict Bienias	2-1	Kathal09	1-2	Alessandro Casamenti 	1-2						
Louis JULLIEN	Bant Control	Ricos92	2-0	Ghaargrond	2-0	GFT	1-2	zzip	2-0	Anders Christie	0-2	Cip86	2-0	Marco Samatei	2-0	Piki333	2-0	GiuC11	0-2	SebastianF	0-2	Gareth Whitham	2-1	Diogo Escoval Martins	2-0	Bravo Gabri	0-2	Simon Ritter	0-2						
Damien Carrivick	Artifacts Blue	Bart_R	1-2	Gunnar Már Óttarsson	1-2	jztolvan	2-1	Mrshok	2-1	Rabstallion	2-0	danielohz	2-1	Salvatore Meli	2-0	Matteo Brusaferri	2-0	SebastianF	2-1	GiuC11	1-2	Tugsteno	0-2	Jin Liu	1-2	Lorenzo Donati	1-2	kathor	2-0						
Karnesis93	Dimir Tempo	Filip Stroch	2-0	Sebastian Woschitz	2-0	Vasil Vasilev (Angry Goblin)	1-2	JacM72	0-2	Pascal Walser	2-1	SebC23	2-0	Jens Platz 🔥⛺️	2-1	Matteo_Blasi	2-0	Edoardo Mazzuferi	0-2	PieV6	0-2	Diogo Escoval Martins	1-2	Carmine Molinario	1-2		Bye	Andrew Smith	2-1						
SafronoV_V	BUG Control	Gianluca Rodriquez	2-0	Lukas Krauß	0-2	EthanDaniely	0-2	Fureeish	2-0	Francesco De Giuli	2-1	Lorenzo Ciaffaroni	2-0	Coach_Gorlo23	2-1	MatteoBraghiroli	2-1	Lorenzo Donati	0-2	Stanisz	2-1	Supreme90	0-2	Andrew Smith	2-0	Diego Badinotti	0-2	Eduardo Ancini	1-2						
Carmine Molinario	Cloudpost Ramp	mike87	1-1	Yat Ka Leung	2-1	MarkAurelA	2-0	Alexander Kohles	2-0	Aaron Shaffer	1-2	MichalB	2-0	GFT	2-0	GyaraMos6812	2-1	tobyb	1-2	Robert Möttingdörfer	1-2	Umby85	1-2	Karnesis93	2-1	Jan Schmidt	0-2	JonasW1	0-2						
Gazzo91	4:5c Control	Danger47	2-1	Korbinian John	0-2	adriankarlin	2-1	GabR20	1-2	krustyqt	2-0	Vegetaxx	2-1	Nightingale1909	2-1	Franco Cicchini	2-1	Epelde	1-2	BoshNRoll_Brian	0-2		Bye	JonasW1	1-1	Luca Verdiani	0-2	Edoardo Mazzuferi	0-2						
Rcamargo	Decklist	Zebass	2-1	cloude3ves	2-1	EmaC8	2-0	Pun1sher	2-0	AleM160	1-2	jerko jovic	1-2	WinterN	2-0	IvaA6	2-0	Svaca	1-2	Redouane Bouarar	0-2	Tim Matzke	0-2		Bye	Philipp Vogel	0-2								
Stucanojohn	Death & Taxes	arj03	2-1	Rominou77	2-0	grudygo	2-0	Enrico Donisi	2-1	IvaA6	2-1	LorenzoCer	2-1	Tomek Hanik	0-2	PhilippA	2-1	Niccolo' Olivieri	1-2	Dauthi_Dauthi	1-2	Lucas Mietton	1-2	Andrea Mengucci	1-2	Alessandro Casamenti 	1-2								
Janne M.	Decklist	Ben Cutler	2-0	Tommy Wray	2-1	Vendilion1984	2-0	Jose Maria Bermudo Mera	2-1	Francois LIROLA	0-2	LucA25	2-1	PabO3	1-2	OlivierKapteyn	2-1	FraL39	0-2	CorvOscuro	1-2	Simon Ritter	1-2	Sébastien Fayand	0-2	Erik Bond	2-1	Il_Divino_Menca	0-2						
Diogo Escoval Martins	Dragon Stompy	Mateo Ferreira 	1-2	ninoderyckere	2-0	GabC39	2-1	M1KY	2-1	Sven Bloes	2-0	Antonio Castellani	2-0	PaoP6	1-2	naila	2-1	Fynn Karstens	0-2	Michelino	0-2	Karnesis93	2-1	Louis JULLIEN	0-2	Simon Ritter	0-2	Benedict Bienias	1-2						
PabO3	Decklist	AleG115	2-0	Morten Hansen	2-0	Alexander Beiersdorfer	2-0	LuiLav	2-1	JohS1	2-1	GiuC11	0-2	Janne M.	2-1	Timo Bertram	1-2																		
mopanda	Decklist	Redouane Bouarar	0-2	ElmarEbel	0-2	FraR32	2-0	Elad Stettner	2-1	Pitc	2-1	superberto92	2-0	Claire Townley	2-0	viktorvonmuerte	2-1	Aureliano Babbi	0-2	Egor Titov	2-0	Philipp Roushani	1-2												
kathor	Cloudpost Ramp	NicD66	1-2	RomuloC	1-2	BuriedNeptune	2-0	silverfox2253	2-0	RobS76	2-1	Leoleo	2-1	Jose Maria Bermudo Mera	2-0	LeoLed94	2-0	PatrizioG	0-2	Philipp Vogel	2-0	David Lambregs	1-2	Michel Kohn	0-2	Romain CORGNOLO	1-2	Damien Carrivick	0-2						
Enrico Gobetti	Dimir Tempo	Zischi	2-0	John Burns	2-0	Alexander Kohles	1-1	Bona88	2-0	ericdark7	1-1	Simone_Gasparri	2-0	Dauthi_Dauthi	2-0	Ilya Shcherbakov	0-2																		
Simone_Gasparri	Dimir Tempo	TommyBoy04	1-1	Widepw	2-0	Alessandro Miracca	2-1	LuRoX	1-1	Rofellos037	2-0	Enrico Gobetti	0-2	Daniele Scafetta	2-1	Placido Amicone	2-0																		
Erik Bond	Grixis Aggro	Gian Andrea Faina	2-0	ThoreH	1-2	BaardAce	2-1	Lorenzo Lamberti	2-0	David Szatkowski	2-1	AndR64	2-1	Bobovic	0-2	Thijs Witteman	2-1	Andrew Smith	1-2	MartinoB	0-2	KaylaAnn	1-2	wiky	0-2	Janne M.	1-2	PieV6	2-0						
LorenzoCer	Cradle Control		Bye	YANN BELMER	2-0	JonasW1	2-0	LucA25	2-1	Jhon Lionetti	2-0	Stucanojohn	1-2	Jan Schmidt	1-1	Luca Verdiani	0-2																		
Andrew Smith	Eldrazi Aggro	Menego93	2-1	Robert Möttingdörfer	0-2	Yann EAT	0-2	Emil von Bargen	2-1	AlexTwins	2-1	FraD31	2-1	ganesh	2-1	Antonio Castellani	2-1	Erik Bond	2-1	Riccardo Scartaghiande	0-2	MartinoB	0-2	SafronoV_V	0-2	Sébastien Fayand	1-2	Karnesis93	1-2						
Aaron Shaffer	Storm	Dennis Aufermann	2-1	Carlo Alberto Scullin	1-1	Nighthawk87	2-0	Valerio Gullo	2-0	Carmine Molinario	2-1	GFT	2-1	Stefan Gussenhoven	0-2	Alexander Kohles	0-2																		
PieV6	Cloudpost Ramp	Palpatine_66	1-2	Johan Larsson	1-2	Gennaro Di Pietro	2-0	Valerio Mozzi	2-1	Benedikt Gruber	2-1	Bona88	2-1	Jakob Schönfelder	2-0	Pun1sher	2-0	AriFaggin	1-2	Karnesis93	2-0	Tomek Hanik	1-2	SebastianF	1-2	Tim Matzke	0-2	Erik Bond	0-2						
JohS1	UWx Control	GabC39	2-0	fifo4567	2-1	Giacomo94	2-1	Antonio Castellani	2-0	PabO3	1-2	Luca Verdiani	1-1	Ilya Shcherbakov	1-2	NicoLan82	2-0																		
Stanisz	BUG Midrange	Renzo Verkooren	2-0	MatteoAngelini	2-1	SteC13	2-0	Dario Rabolini	0-2	Piiinooo	2-1	Syota Nakano	2-1	Humbert Milazzo	2-1	Magicskeleton	1-2	Andreas Hofverberg	0-2	SafronoV_V	1-2														
GyaraMos6812	Elves	SamClaeys	2-1	Azpeitia	2-0	GiovanniDemaio	2-1	Lucas Mietton	0-2	Alexander Beiersdorfer	1-1	Hans Jacob Goddik	2-0	Oscar Wass	2-1	Carmine Molinario	1-2																		
Ted Bratsberg	Eldrazi Aggro	Igor Panigada	2-0	dreschwater	1-2	Pavel Semenov	2-1	Tugsteno	1-2	AleC55	2-1	Léo Thiémard	2-1	VaeterchenRost	2-0	paolohitz93	2-1	Andrea Mengucci	0-2	Alessandro Casamenti 	0-2														
GFT	Cradle Control	kingtk3	2-0	Natan7	2-1	Louis JULLIEN	2-1	ericdark7	1-1	Jakob Schönfelder	2-1	Aaron Shaffer	1-2	Carmine Molinario	0-2	Jürgen Illmeyer	1-0																		
Gareth Whitham	Show and Tell	LauraM	2-0	fedebello98	2-0	Pitc	2-0	Terrence Serraarens	0-2	Nicolas Honnorat	1-2	EnrG8	2-1	IacC2	2-1	Alessio Fedi	2-0	Luca Fasoli	1-2	PhilippA	0-2	Louis JULLIEN	1-2	Philipp Vogel	1-2										
Egor Titov	UR Aggro	makankosappo	0-2	LucC44	2-1	Diego Jiménez Tamame	2-1	KeiranR	2-0	Michel Kohn	0-2	E2	2-0	Hanlin X	2-1	Alessandro Costa	2-0	Lucas Mietton	1-2	mopanda	0-2	Jin Liu	0-2												
Immanuel Gerschenson	Others	Cristiano Ghio Ceni	2-1	Matteo Brusaferri	2-0	Eyalzuck28	1-2	Nicofrax	0-2	grudygo	2-0	Lacto	2-0	Roberto Maria Bia	2-0	Michele Gallegos	1-1																		
Jan Kiss	Mardu Aggro	AlbA7	2-1	Scarro	0-1	Tobias Hedlund	2-0	Catta52389	2-1	Placido Amicone	1-1	ksm19	2-1	Filip Stroch	2-0	Francesco Gregori	0-2																		
Michele Gallegos	Mardu Aggro	Svetoslav Petrov	2-0	Ghost94	2-0	NicD66	2-1	pedre	0-2	Matteo Brusaferri	2-0	Hanlin X	2-1	Upredaturi	1-2	Immanuel Gerschenson	1-1																		
Francesco Ruvolo	Cephalid Breakfast	Sébastien Fayand	0-2	Why5oSerious	2-0	Bodhi	1-1	MatB169	2-0	Antoniogiordani	2-0	MicZ	2-1	Alexander Kohles	0-2	Peter Hemmingsen	2-1																		
CooperW	Death & Taxes	Fairlight	1-1	CinE1	2-0	FlaG2	2-0	NicM104	2-1	Ilya Shcherbakov	2-0	Umby85	0-2	LuRoX	2-0	tobyb	0-2																		
RomK8	UR Aggro	Enrico Giovanetti	2-0	Taneli Ridell	2-0	DamA3	1-2	ChrC34	0-2	Nocciolinoll	2-0	mapet	1-1	MichalB	2-0	Ola Bevanda Roxendal	2-0																		
JonM68	Cradle Control	Yerbaa	2-1	jermolestre63	1-2	eddard0709	2-1	Martin Thurmann	1-1	LucG28	2-1	Gelosan	2-0	Peter Hemmingsen	2-0	Jan Schmidt	1-2																		
mapet	Grixis Aggro	adriankarlin	2-0	Eduardo Ancini	0-2	Nicodaemon	2-1	Kasper Lovin	2-1	Oscar Christensen	1-2	RomK8	1-1	Hans Jacob Goddik	2-0	Thomas Crepaldi	2-1																		
ValV5	4:5c Control	PatrizioG	0-2	SebM8	2-0	Darksch81	2-0	Jaceprodigy91vb	1-1	NicoLan82	0-2	Marek Fapšo	2-0	NicM104	2-0	Filip Stroch	2-0																		
Antoniogiordani	Decklist	Andreas Reling	1-2	TizianoDeglinnocenti	1-1	Widepw	2-0	Alessandro Miracca	2-1	Francesco Ruvolo	0-2	Ronga94	2-1	AvishaiElma	2-1	Jaceprodigy91vb	2-0																		
Iun	Death & Taxes	theoneninja	2-0	Nighthawk87	1-1	NicoLan82	0-2	max123ila	1-2	Bodhi	2-0	KriosBlack	2-0	Rominou77	2-0	Alban Genest	2-0																		
MatteoBraghiroli	Dredge	chrivittoni	2-1	FraL39	2-0	Bart_R	2-1	Samuele Dagani	1-2	dbellanger	2-1	Robert Möttingdörfer	2-0	Claudio Rossi	0-2	SafronoV_V	1-2																		
dreschwater	Others	Dan Ford	2-0	Ted Bratsberg	2-1	PaoP6	1-2	DanielTesti	2-0	Jorge Chica	2-1	wiky	2-1	Michel Kohn	0-2	Supreme90	0-2																		
Alessio Fedi	UWx Control	MaxC28	2-0	Michelle Olsen	2-0	Jaceprodigy91vb	2-0	DavD65	2-1	Zafferix	1-2	Lemure90	1-2	Viktor Haga	2-1	Gareth Whitham	0-2																		
LordRiku	UR Aggro	Churuz	2-0	Sven van Nes	2-1	Pietro Anselmo Tasselli	2-1	DenisCerny	2-0	EMILE98	0-2	GiovanniDemaio	2-0	PhilippA	1-2	Bravo Gabri	0-2																		
IvaA6	Azorius	Sebastien St-Louis	2-1	Auripower	2-1	makankosappo	2-1	Francisco José Guerrero	2-1	Stucanojohn	1-2	Epelde	2-0	AngusMTG	0-2	Rcamargo	0-2																		
Mattia Panico	Show and Tell	OmaF1	2-1	Luca Verdiani	2-1	Kheldarion	2-1	Cena	0-2	Patrick Pouwels	2-0	paolohitz93	1-2	Francis Cowper	2-1	Il_Divino_Menca	0-2																		
AndR64	Initiative Stompy	William Kock Elfo	2-0	LuiLav	0-2	Giulio Tommaso Gomitoni	2-0	Michelino	2-0	Wouter Segaar	2-1	Erik Bond	1-2	René Hubrich	1-2	AndiB	2-0																		
viktorvonmuerte	Decklist	Save	2-1	cloudedmirror	2-0	Magicskeleton	1-2	Coach_Gorlo23	2-0	PatrizioG	2-1	ClaS18	0-2	LucA25	2-0	mopanda	1-2																		
WinterN	Mono-Red		Bye	Norgot	2-1	Marcus Ewaldh	2-1	DanielTochacek	2-1	Yoniariel	1-2	Philipp Vogel	1-2	Rcamargo	0-2	Roberto Venditti	2-1																		
Korbinian John	Painter	Yosh1o	2-1	Gazzo91	2-0	dklatt	0-2	Preslav Krastev	2-0	marinthe3rd	2-0	Jin Liu	0-2	Spencer Warburton	2-0	Cena	0-2																		
RomuloC	UR Aggro	Lucca LiPuma	0-2	kathor	2-1	Spencer Warburton	2-1	Wario	2-1	EmaC8	2-0	David Lambregs	0-2	s87	2-1	PatrizioG	0-2																		
Marco Liotta	Dragon Stompy	Gennaro Di Pietro	2-0	GottliebRisch	2-1	Moris Leoni	2-1	PaoP6	2-0	Dario Rabolini	1-2	Vasil Vasilev (Angry Goblin)	2-0	Sébastien Fayand	1-2	BoshNRoll_Brian	1-2																		
Syota Nakano	Decklist	Marco Samatei	2-0	AriFaggin	2-1	AleI9	0-2	RogR3	2-0	superberto92	2-1	Stanisz	1-2	Federico_Bonade	2-1	Kheldarion	1-2																		
Riccardo Bragato	Cloudpost Ramp	Maximilian Benz	2-0	Epelde	2-0	Lorenzo Lamberti	2-0	CorvoScuro92	2-0	Vasil Vasilev (Angry Goblin)	2-0	Basti_B	0-2	EMILE98	1-2	CarB51	1-2																		
Lukas Krauß	Goblins	AntD52	2-1	SafronoV_V	2-0	MM17	2-1	Diego Badinotti	0-2	Dod2gaia	2-0	Jack Doyle	1-2	MarcoFermani	0-2	LorG18	2-0																		
